ADM0_NAME,ADM1_NAME,ADM2_NAME,vs_2001,vap_2001,tmax_2001,tmin_2001,srad_2001,pr_2001,ab_1960,ag_1960,ab_2001,ag_2001,vs_1960,vap_1960,tmax_1960,tmin_1960,srad_1960,pr_1960,LSTday_1960,LSTnight_1960,LSTday_2001,LSTnight_2001,pop_1960,pop_2001
Indonesia,Jawa Tengah,Tegal,1.920622106,2.611004839,29.86180768,21.7434523,208.5566225,225.8156363,0.865610013,0.754501282,0.916296927,0.913552573,1.830251707,2.609691986,29.59549952,20.95439033,203.4107989,218.2752094,30.48773931,20.65971429,31.44829691,21.42599104,1364440.789,1385922.981
Indonesia,Jawa Tengah,Temanggung,2.032059144,2.138920112,26.12891431,17.48963642,204.8595225,241.4262074,0.528899262,0.602980605,0.690248395,0.783426242,1.938950804,2.107167893,25.80045791,16.64575972,201.3410141,233.6758387,27.30306403,17.20024246,27.91964999,17.97058221,605547.7268,694593.2828
Indonesia,Jawa Tengah,Wonogiri,1.945828839,2.463107707,29.09643814,20.69727318,210.826019,195.6997019,0.829795711,0.765123129,0.911368495,0.886984766,1.872273318,2.410129339,28.77277218,19.85312107,208.4750087,186.5074034,30.2009093,20.00819216,30.50314873,20.75471331,986734.1208,933805.716
Indonesia,Jawa Tengah,Wonosobo,1.755173747,2.111329506,25.51441141,17.03421843,201.1472439,281.1251599,0.457509523,0.479533616,0.619905814,0.700276295,1.640594791,2.085493814,25.19608819,16.20625551,197.8100957,269.0023666,24.96429042,16.82986946,26.07671461,17.17285506,719822.8249,764726.3475
Indonesia,Jawa Tengah,Kendal,2.173282239,2.610390665,29.9614368,20.95506599,211.3857446,213.7701165,0.785212862,0.700000281,0.889116153,0.889617515,2.093565987,2.572083666,29.65713242,20.12748108,207.3471534,206.8306517,29.59321223,20.36873503,30.78623123,21.62397839,782173.5958,871067.1115
Indonesia,Jawa Tengah,Kota Klaten,1.691762528,2.607469222,30.35657376,22.42797016,212.9979251,175.1835093,0.976986925,0.966135129,0.977658615,0.974919063,1.610192094,2.560473055,30.03014344,21.58442925,210.2912296,167.2531518,32.60210981,21.69263448,33.5612531,22.03288202,158199.2219,126215.1084
Indonesia,Jawa Tengah,Kota Purwokerto,1.736775522,2.732148957,31.069769,22.93968952,206.0803794,271.8356309,0.985466313,0.929992388,0.989806024,0.975040389,1.623821259,2.72782066,30.79352713,22.15488229,202.0452165,263.0531515,31.61528809,21.27462511,33.44976115,21.6182784,454255.8052,234785.2442
Indonesia,Jawa Timur,Bangkalan,2.190693369,2.8348592,31.04817191,23.10126908,212.1697027,144.9875542,0.978500414,0.832077107,0.992803964,0.949291427,2.192553584,2.734738237,30.77897251,22.3248369,211.4757055,137.7853013,32.11134581,22.10235169,32.22148189,23.22536888,641186.5327,895307.0001
Indonesia,Jawa Timur,Banyuwangi,2.162792852,2.553655299,30.04909022,18.98837045,198.3553489,161.7080729,0.622728467,0.500707904,0.756994041,0.690272427,2.17791022,2.478314513,29.76141176,18.28186812,199.2085862,153.2358831,26.88958349,19.100697,28.2208724,20.08745222,1406287.446,1543214.232
Indonesia,Jawa Timur,Blitar,2.112675557,2.43816327,29.5920846,20.10949148,209.0025408,191.7733585,0.821905264,0.715594755,0.902049809,0.864852556,2.089292618,2.368069578,29.26833672,19.27456201,208.0677538,183.2539224,29.17367867,18.92344391,29.85742491,20.13650397,989225.8726,1125810.587
Indonesia,Jawa Timur,Bojonegoro,1.534448036,2.654103294,31.49646444,22.46641211,215.2805434,154.9961399,0.952161661,0.679554584,0.975989453,0.856034971,1.560244098,2.580115716,31.1824943,21.63258278,213.2046809,150.3256544,32.24227141,20.92028613,33.02369275,22.49545183,1050310.915,1203282.039
Indonesia,Jawa Timur,Bondowoso,2.208338754,2.245418235,27.38353634,17.05394191,193.9577733,177.4475719,0.673695343,0.593035139,0.736174743,0.702662354,2.207874047,2.170168521,27.05977669,16.23675436,194.8849337,167.3326826,27.99248826,17.32692178,28.57178839,18.68238947,609658.6613,736505.9895
Indonesia,Jawa Timur,Gresik,2.105312162,2.82262628,31.30510945,23.61402899,213.5455453,144.6321397,0.946455878,0.830708749,0.978815133,0.931058698,2.130319892,2.727023401,31.02465486,22.82318433,211.9582129,137.3111545,31.6249282,22.71176493,32.49239864,23.78152407,812519.5513,1174996.542
Indonesia,Jawa Timur,Jember,2.202380806,2.476772441,30.06285331,18.66295419,202.9039377,183.5843988,0.679185357,0.59707592,0.792655182,0.760421231,2.216691304,2.399086261,29.75270099,17.85883949,203.4552007,174.8253306,28.18931588,19.14832291,28.58679871,20.3452418,1685175.256,2013757.422
Indonesia,Jawa Timur,Jombang,1.52717634,2.554133771,30.81958786,21.82265446,214.566731,159.4613679,0.923805279,0.734529975,0.943754985,0.896221095,1.586963982,2.47624263,30.49943727,20.99000402,213.303449,153.0065328,31.4461575,20.49543759,31.91627971,21.84615492,1051732.877,1212878.302
Indonesia,Jawa Timur,Kediri,1.708801533,2.452598217,30.02392332,20.81309372,213.0102019,176.8544819,0.871156827,0.748037805,0.915082736,0.893090289,1.718293867,2.381667374,29.69649499,19.97292646,211.7708126,169.6702396,30.76458991,19.91659555,30.98943714,20.95133985,1284113.944,1488773.887
Indonesia,Jawa Timur,Kota Blitar,1.892649551,2.535966171,30.72368572,21.20756893,210.5544455,166.6972196,0.958233618,0.905939216,0.975679056,0.976304503,1.867418246,2.464009479,30.40094032,20.367913,209.5221405,159.4543476,31.34534666,19.91546446,32.56208206,21.20584607,104812.5044,130922.2988
Indonesia,Jawa Timur,Kota Kediri,1.659862097,2.574280964,31.2065914,21.91898233,214.6118387,159.4664823,0.983701391,0.90193276,0.978920222,0.968593926,1.663971058,2.501447853,30.88155839,21.07966243,213.3024004,152.9456071,32.99348715,21.5420896,33.35244702,22.42597209,218299.6364,264337.9963
Indonesia,Jawa Timur,Kota Madiun,1.55982677,2.616714103,31.862616,22.65463294,215.6203533,163.0316774,0.989630615,0.941088372,0.98995206,0.966341951,1.556011979,2.550930976,31.53387981,21.80559762,213.671302,157.8304856,33.86650195,21.98765378,34.8699803,22.98243952,255571.4041,176554.9375
Indonesia,Jawa Timur,Kota Malang,1.725265751,2.259690692,29.19431362,19.36029531,204.6194153,203.4059085,0.851254663,0.921999885,0.920286489,0.966005738,1.743895603,2.189322477,28.86827413,18.52829268,204.0812839,192.6972507,32.36355458,18.34720796,33.40171396,20.10892292,778443.8685,932801.766
Indonesia,Jawa Timur,Kota Mojokerto,1.61917378,2.682393331,31.68635925,22.8028468,216.1437741,146.7240346,0.990822813,0.959848366,0.990923665,0.983131407,1.696973528,2.598329516,31.3680033,21.97431774,214.9546289,140.3891781,33.90413901,21.88550489,34.6952579,23.16477124,131071.738,128739.8899
Indonesia,Jawa Timur,Kota Pasuruan,2.545731947,2.75617141,32.62082441,21.95866831,216.3280636,112.4831137,0.988932461,0.956475863,0.99023862,0.987379947,2.585365753,2.666346714,32.31046798,21.14718226,216.0753422,106.7477632,33.16528189,22.27702328,33.91173797,23.7241348,143510.204,172758.2845
Indonesia,Jawa Timur,Kota Probolinggo,2.483361342,2.763005196,32.74793052,21.78633413,213.3060961,114.3634402,0.984836142,0.897164369,0.990313635,0.987614957,2.503882331,2.672514643,32.44480983,20.98571901,213.4931358,108.9099198,33.37905007,22.52992764,33.87429794,23.70302493,196954.8352,204022.2231
Indonesia,Jawa Timur,Kota Surabaya,2.279040779,2.820288097,32.38113559,24.22007726,212.1088605,144.3530765,0.990846726,0.975302262,0.990863733,0.988186518,2.322159314,2.725140387,32.09051468,23.42333214,211.2037455,137.0528735,36.12766191,23.52480154,37.20247057,24.9453319,2342138.56,2572170.685
Indonesia,Jawa Timur,Lamongan,1.815363213,2.754065358,31.37695494,23.15870718,215.09573,137.4764168,0.980808536,0.82951544,0.9906082,0.944600677,1.858838601,2.665760619,31.08709951,22.3558431,213.4457317,131.8778963,32.18887843,22.14503244,32.94053796,23.36080783,1177434.321,1163330.193
Indonesia,Jawa Timur,Lumajang,2.231682053,2.345386195,28.55467486,18.03481213,201.71116,198.3293834,0.682845471,0.570346548,0.770661043,0.727759148,2.237634145,2.27185311,28.24506885,17.22502716,201.8053158,189.992202,27.59385388,17.96291687,27.87256155,18.86746951,901916.8903,993965.8472
Indonesia,Jawa Timur,Madiun,1.609808757,2.497058994,30.5629396,21.47272523,214.3977001,170.8084759,0.850051937,0.639820109,0.904900049,0.81480047,1.615152997,2.43211648,30.23591773,20.62621628,212.5577722,165.2613262,30.87148258,20.26285294,31.41283921,21.4109421,493111.7146,658380.3678
Indonesia,Jawa Timur,Magetan,1.613050207,2.374705262,29.2510373,20.26951111,211.2931003,184.1751621,0.831920876,0.710791547,0.883423306,0.872087358,1.594900606,2.317271721,28.91942463,19.41464704,209.1422147,178.4132795,30.23322588,19.65916045,30.86495035,20.51399549,581457.699,611129.3002
Indonesia,Jawa Timur,Mojokerto,1.677651188,2.465127258,29.86314602,20.9293435,210.1243234,177.0064891,0.847423133,0.748318446,0.877295865,0.860753744,1.747348466,2.387467055,29.53930078,20.09566433,209.0849447,169.011723,30.70860486,20.00114284,31.26805085,21.20643191,779109.4995,1020512.853
Indonesia,Jawa Timur,Nganjuk,1.556695571,2.508090695,30.66180701,21.64007986,214.4233332,161.6437741,0.881895294,0.691836729,0.914466229,0.848864864,1.586538965,2.437061348,30.34138919,20.80384092,212.8954797,155.7650417,31.2913428,20.56613326,31.72625559,21.72607471,914577.9739,1020632.761
Indonesia,Jawa Timur,Ngawi,1.526794292,2.553885025,31.12222917,21.61300448,215.7078747,174.6445998,0.915521806,0.666030079,0.951770501,0.857851655,1.529869075,2.492700522,30.79631423,20.76278425,213.3305637,170.5217632,30.83910682,20.62315193,31.72831411,21.72016608,748055.8613,807677.069
Indonesia,Jawa Timur,Pacitan,2.36555077,2.476167521,28.36270873,19.92573581,209.7871349,201.9872822,0.705619155,0.71693259,0.863696059,0.837167572,2.282829395,2.419399491,28.06163101,19.10742586,207.7190293,192.9777489,27.85971129,19.0140117,28.2394698,20.0402324,514506.8099,539947.6421
Indonesia,Jawa Timur,Pamekasan,2.186414595,2.86180207,31.27627125,22.62038208,204.7430881,139.0453792,0.971627876,0.785690911,0.987339265,0.957664203,2.149288629,2.75609803,31.03520686,21.87708547,205.0530774,131.4992631,32.95658718,22.19489332,33.37395598,23.23429644,509041.9223,797813.7525
Indonesia,Jawa Timur,Pasuruan,2.161960394,2.378623301,29.10443376,19.37194591,205.477072,166.9837093,0.777385396,0.700235653,0.821031896,0.82209,2.199637095,2.301521534,28.78318708,18.54587474,205.1002189,158.6854559,29.94808399,19.17836183,30.35673941,20.42080717,1134866.516,1486826.482
Indonesia,Jawa Timur,Ponorogo,1.895090355,2.386644576,28.85502068,20.06067745,209.8225096,189.6481848,0.739290786,0.706548545,0.832604859,0.808508309,1.851150915,2.326873694,28.53007206,19.21673236,207.9937354,182.1563479,29.72734295,19.24580357,29.96647599,20.31363564,807717.5929,844959.1868
Indonesia,Jawa Timur,Probolinggo,2.307690624,2.331898573,28.1985993,17.98397966,199.9953389,196.0081194,0.731665881,0.641774127,0.782085558,0.749825781,2.320854146,2.25435605,27.89292412,17.17957014,200.3291127,186.6401603,29.40943748,18.8093921,29.57099487,19.96449348,835565.9558,1059319.882
Indonesia,Jawa Timur,Sampang,2.143049336,2.854690462,31.21448756,22.78168657,207.55944,133.2839371,0.97655778,0.793724417,0.990773448,0.946090665,2.121363085,2.751042793,30.95856479,22.02161967,207.4598605,126.2084617,32.52727012,21.92548651,32.70934767,23.15215642,649267.3306,866387.5215
Indonesia,Jawa Timur,Sidoarjo,2.019617701,2.747252346,32.20116647,23.17787588,215.4648375,142.5580079,0.991235888,0.949989055,0.991801045,0.984330126,2.083285043,2.657550965,31.8928458,22.36151773,214.6356842,135.3835254,33.21461153,22.44198525,34.52836712,23.64233835,1264996.76,1863251.533
Indonesia,Jawa Timur,Situbondo,2.445132667,2.651212717,30.56861181,20.01820355,201.8770921,140.5002397,0.761286816,0.65781479,0.848507113,0.780510806,2.433488475,2.561864095,30.2603728,19.22396713,202.9734942,132.5990809,31.21110447,20.41638059,31.58174621,21.88504732,564536.8089,646299.3082
Indonesia,Jawa Timur,Sumenep,2.314255805,2.952468859,31.34938892,22.7270133,201.1978167,137.7089576,0.95117679,0.75663913,0.982950361,0.909072546,2.237784678,2.844517556,31.05051909,22.06219501,202.3492971,128.5670709,30.74572861,22.58434456,31.62840015,23.51748341,817763.258,983581.3907
Indonesia,Jawa Timur,Trenggalek,2.130305907,2.447047995,28.51578238,19.67184015,207.3426392,201.3930067,0.635454118,0.612434933,0.82243392,0.799557232,2.066167833,2.384593702,28.20202207,18.84158642,205.7950459,193.0234147,27.15164354,18.21444099,27.82484799,19.71774512,629667.6103,671294.2816
Indonesia,Jawa Timur,Tuban,1.943880665,2.759257054,31.44221538,22.78536512,213.3451855,134.2901642,0.967852268,0.762655597,0.98559328,0.918239494,1.956090751,2.676730907,31.14322415,21.96699841,210.9192741,129.5839475,32.87746128,21.40875106,33.73115756,22.79719512,950446.6752,1110407.258
Indonesia,Jawa Timur,Tulungagung,2.044064684,2.532576368,30.04022563,20.85717337,209.4904919,178.1939376,0.821055766,0.697248198,0.915696512,0.869115946,1.99887418,2.464547232,29.71449747,20.01726656,208.2002992,170.948179,29.11673839,18.99869971,30.04219284,20.43822365,866409.5886,994194.3438
Indonesia,Jawa Timur,Kota Jember,1.893647786,2.60987744,32.1456362,19.94769167,207.0858042,178.6060599,0.918312794,0.805586745,0.956986647,0.950421607,1.901901054,2.526366341,31.84739812,19.15467645,207.7193826,170.0622307,31.78535474,20.46882987,32.17300457,21.78849551,338720.7031,309965.252
Indonesia,Kalimantan Barat,Kapuas Hulu,0.996223636,2.712630007,30.46993887,22.11626274,172.1217221,359.1021719,0.415202416,0.198595859,0.461481181,0.203006081,1.015928025,2.626713105,29.99129415,21.50101244,183.4231361,330.400584,26.37644268,21.28814697,26.49329898,21.54578198,148252.2031,224357.7708
Indonesia,Kalimantan Barat,Ketapang,1.215260787,2.920312272,31.34897449,23.25543232,190.9309199,274.8299826,0.649225251,0.254312036,0.765230688,0.312590426,1.25495778,2.828027559,30.91709084,22.58071506,193.3127011,249.9820039,27.79816753,21.34679901,28.40774552,22.08980707,326905.5404,521209.6081
Indonesia,Kalimantan Barat,Kota Pontianak,1.649713025,3.045398832,31.47819107,23.31100428,183.2957815,252.4722451,0.93236586,0.644918384,0.9782048,0.866201332,1.668832741,2.949880613,30.96142789,22.61452873,188.4173306,251.8690987,31.19203376,21.68259358,31.90849065,22.1875059,403863.2403,557523.6256
Indonesia,Kalimantan Barat,Sambas,1.356427561,2.999578778,31.42011694,23.60140117,173.6158827,261.6255575,0.82159647,0.423134199,0.904857495,0.467325489,1.458406849,2.895088835,30.91171194,22.9075252,184.742055,255.629657,29.38789078,21.87645546,29.64350856,22.15138055,222570.4237,515092.5024
Indonesia,Kalimantan Selatan,Banjar,1.113252889,2.811574777,31.21105117,23.05109396,197.0289261,218.1217641,0.682417311,0.433889475,0.781988155,0.505088692,1.056465077,2.735366225,30.79131876,22.41799468,197.1433751,202.7677916,28.58493395,21.09986658,29.62339094,21.72563745,346446.9674,512911.0148
Indonesia,Kalimantan Selatan,Baritokuala,1.152136316,2.93116722,31.99394661,23.72159081,197.5813085,215.8117582,0.924597997,0.564220938,0.978505942,0.630643193,1.089580657,2.845408732,31.53150379,23.13896115,197.781373,201.4817855,29.50641764,21.48553841,30.55775709,21.93127995,201938.3139,274144.8068
Indonesia,Kalimantan Selatan,Hulusungai Selatan,0.894276951,2.836359567,31.52994194,23.60520176,195.2410674,225.5545562,0.826648465,0.547276401,0.89818941,0.611862131,0.886948262,2.754047858,31.05150937,23.01411308,196.3478596,208.482836,29.40732274,21.15558821,30.32738622,21.90756535,178239.5994,212817.8311
Indonesia,Kalimantan Selatan,Hulusungai Tengah,0.896926543,2.792070424,31.00875615,23.2134622,194.8162886,233.0584793,0.729452639,0.490121397,0.837499652,0.610002644,0.910308382,2.712843487,30.51596439,22.62839046,196.1315239,213.2561743,28.79934287,20.96877059,29.53953524,21.54044917,195931.551,242480.8179
Indonesia,Kalimantan Selatan,Kota Banjarmasin,1.577075485,2.973356308,32.08048668,23.71145547,197.0329732,223.7605963,0.979437916,0.82290546,0.990190897,0.961808549,1.491115341,2.885992795,31.63662811,23.12163077,196.7518029,208.6489845,31.78350456,22.84076184,32.83825393,22.89235373,488427.6309,623183.5738
Indonesia,Kalimantan Selatan,Tabalong,0.873617707,2.836423998,31.00638859,23.62110454,190.8548113,233.5133364,0.527976076,0.297915069,0.642289075,0.339050895,0.904478253,2.74988444,30.5152634,23.01467926,195.0611433,208.3527078,28.3810108,20.46533105,28.41278388,21.66163132,115622.334,225369.872
Indonesia,Kalimantan Selatan,Tanahlaut,1.645916907,2.939195484,31.63618456,23.4184062,197.6361733,215.2422737,0.864827668,0.532123757,0.914025975,0.585439066,1.53777927,2.876574838,31.22024852,22.80948464,197.0811741,198.4081655,29.21364829,21.66491617,29.91816372,22.23198025,165531.2736,302702.4925
Indonesia,Kalimantan Selatan,Tapin,0.902125116,2.866059686,31.7768826,23.7296938,196.7736976,217.7224533,0.851934006,0.52363827,0.926281539,0.582851994,0.872359038,2.781701862,31.32337311,23.11850124,197.5483599,202.6342526,29.05703961,21.2190813,30.40473767,22.09938068,94715.76859,170917.678
Indonesia,Kalimantan Selatan,Kota Banjarbaru,1.416695148,2.940217262,32.00007838,23.63239224,196.958992,228.1383681,0.96691507,0.61760719,0.987566955,0.808611833,1.324461336,2.855615391,31.58441499,22.99546542,196.6561109,212.6145862,30.94674807,21.65310116,32.88177009,22.0741684,70211.63004,214001.0846
Indonesia,Kalimantan Tengah,Kota Palangkaraya,0.9427352,2.910481384,31.65952527,23.73631676,189.3916786,238.4999852,0.721674481,0.253643883,0.864718715,0.385652845,0.922070508,2.824364654,31.19227416,23.13051748,192.9743046,218.4287872,27.90887652,21.92260483,28.12787712,22.43187748,112180.8086,226837.085
Indonesia,Kalimantan Timur,Kota Balikpapan,1.78688374,3.05971571,31.47446497,25.04689844,188.7680534,234.0643426,0.922858108,0.599099983,0.96146169,0.784377104,1.84261311,2.986866508,30.95884547,24.45723876,194.8030909,202.5670018,29.36728318,21.77240175,29.2071087,22.33642884,292585.0976,555473.6478
Indonesia,Kalimantan Timur,Kota Samarinda,1.426203773,3.031989524,31.79230331,25.12750602,187.8565865,186.4348214,0.932966821,0.541849632,0.97923048,0.813464835,1.497745622,2.965307484,31.26512953,24.51349626,194.8551215,159.1456265,29.12978946,21.32661685,29.48535181,22.1761267,380270.1344,750237.2959
Indonesia,Lampung,Kota Bandarlampung,2.178558926,2.735205764,30.70309355,22.02450124,200.5361825,184.7360212,0.802150539,0.705463245,0.905968083,0.874501554,2.15934729,2.741992714,30.24117337,21.0516452,193.5438406,185.3058063,30.1719777,21.15933915,30.54511583,21.9496048,432076.9334,863396.5491
Indonesia,Lampung,Lampung Selatan,2.035049241,2.763668784,30.9379024,22.2612482,202.851434,180.6268292,0.84921228,0.648525975,0.939602437,0.830316804,2.000061443,2.780421225,30.48582785,21.29364181,195.3711083,181.3211865,30.05650085,21.24616988,29.99667374,21.96196716,948389.8025,1338789.331
Indonesia,Lampung,Lampung Tengah,1.339451673,2.784175052,31.54422896,23.16054279,201.2809245,192.9433254,0.939786343,0.675158224,0.965930961,0.804799942,1.448434526,2.767757766,31.04081819,22.17266255,195.2824609,192.9614109,32.00091426,21.65434449,31.95108312,22.55547308,1146932.131,1436542.341
Indonesia,Lampung,Lampung Utara,1.248274929,2.673456203,31.02706497,22.48779993,199.4105639,209.2959259,0.871511913,0.587588427,0.921498577,0.705251902,1.361204593,2.652283077,30.50515474,21.50134904,195.1978799,207.5659366,31.09362133,21.01560759,30.99682117,22.01494534,852995.3764,704362.2029
Indonesia,Lampung,Kota Metro,1.413990472,2.79292938,31.73673635,23.28706627,201.5196061,181.6607793,0.989520829,0.898018046,0.989891158,0.961559508,1.494322037,2.786666738,31.23444706,22.2861362,195.0665082,182.2550882,32.9426997,22.17055895,32.50629782,23.03328446,94029.73251,135332.4036
Indonesia,Lampung,Lampung Barat,2.110516465,2.474999685,27.93322437,18.97027176,195.1852935,246.1049286,0.478685669,0.379288796,0.640703311,0.518376951,1.98918212,2.453773374,27.42642916,17.99409442,192.7933095,242.0715417,25.79953924,18.44514502,26.67887071,19.51756528,298760.2436,424213.5574
Indonesia,Lampung,Lampung Timur,1.754270339,2.843351553,31.59240197,23.12197091,203.9124314,166.4738767,0.937468253,0.685553829,0.969732262,0.78446556,1.804898463,2.854599069,31.12463223,22.14106546,196.2375019,167.6868704,31.06912827,21.72471963,30.8522722,22.47680237,703789.0635,930488.6439
Indonesia,Lampung,Tanggamus,1.996681183,2.562002772,28.99484327,20.15942128,198.1319285,218.0178957,0.57911565,0.463027918,0.77264737,0.644546246,1.923115466,2.554102098,28.52095064,19.19437819,193.0323352,217.5731132,27.75619249,19.10757274,28.02638209,20.35687432,691167.4095,884543.999
Indonesia,Lampung,Tulangbawang,1.366413534,2.861019367,31.66496689,23.49865555,202.5208281,208.2199868,0.946855705,0.63167716,0.973158055,0.679764997,1.507082501,2.840928838,31.15944972,22.54578272,196.1629868,207.6308241,31.36128541,21.47986001,30.58744859,22.34182571,446955.1605,529749.4355
Indonesia,Lampung,Waykanan,1.26240266,2.683176713,31.24877311,22.6656544,198.9933684,225.8214278,0.879671863,0.537859394,0.93492529,0.58168125,1.357891821,2.666007417,30.70439601,21.68424885,195.8001882,223.2611588,30.78437122,20.90714258,30.63490261,21.99190509,160246.7359,370719.593
Indonesia,Nusatenggara Barat,Dompu,2.62876547,2.559561989,30.17636405,20.08693711,200.9290187,125.8270741,0.598714293,0.453481011,0.766516925,0.633979633,2.633755156,2.523718344,30.15673917,20.00342012,201.1416335,124.0100685,28.1954507,19.19456715,29.40954014,20.37124552,142606.2694,220034.0909
Indonesia,Nusatenggara Barat,Lombok Barat,2.600978301,2.571523402,29.105499,20.06579677,195.5408146,151.2549737,0.709101995,0.572186558,0.818464679,0.739409207,2.53601095,2.524488955,29.05443943,19.941544,196.7492733,146.309879,27.60525829,19.20759484,27.94350899,20.11759945,448061.5611,724093.6486
Indonesia,Nusatenggara Barat,Lombok Tengah,2.380785904,2.629472181,30.23553882,21.12167106,197.0859596,141.5346741,0.880059755,0.685829307,0.922524141,0.868804837,2.319267801,2.586905858,30.18053786,20.99197475,198.1395508,137.1332892,29.10981506,19.78543832,30.03176287,20.8395318,607935.8307,831405.8655
Indonesia,Nusatenggara Barat,Lombok Timur,2.590212548,2.472069008,28.51404192,19.32405256,193.2283225,128.4777205,0.749998207,0.630389473,0.811196947,0.772262677,2.541990669,2.431978757,28.44137006,19.17179886,194.3865216,124.3183869,28.14654945,18.24641669,29.06092627,19.37642488,864084.4101,1136023.837
Indonesia,Nusatenggara Barat,Kota Mataram,2.619654082,2.827246264,31.47368906,22.40177269,200.7217445,165.0141003,0.992586164,0.971339786,0.994312301,0.988431678,2.555376633,2.776498949,31.42297304,22.27598992,201.8602167,160.2602617,32.05973185,21.07100128,32.78343637,22.16369977,226470.9102,358565.1647
Indonesia,Nusatenggara Timur,Alor,2.598201464,2.571541016,28.3880434,22.03958678,231.5510441,109.9614087,0.549680592,0.462769382,0.688443316,0.583083592,2.489058446,2.527798864,28.35443304,21.5684259,227.9164724,113.5820307,27.20435388,18.98769876,27.88298729,20.12446923,107268.1364,176590.7659
Indonesia,Nusatenggara Timur,Belu,2.250437532,2.524934747,28.77166932,21.58894847,236.5153925,114.0221294,0.796590423,0.650130675,0.892354035,0.699053931,2.121325494,2.505874991,28.4526663,21.36564677,234.5752565,124.9316232,30.41012058,19.4732968,31.1843002,20.7692714,226992.0815,355896.8576
Indonesia,Nusatenggara Timur,Ende,2.610195422,2.409358211,29.57689605,19.69361472,224.783016,106.9273639,0.43666702,0.358870313,0.612985549,0.521376583,2.542635667,2.442711745,29.71690838,19.82777622,222.0106575,113.9071153,26.75477195,18.8745488,27.21525657,19.85182582,174818.3675,246777.2222
Indonesia,Nusatenggara Timur,Ngada,2.621190569,2.367496072,29.70048873,19.30581031,221.3018665,122.0822619,0.49831793,0.421258072,0.625804189,0.515374764,2.537027038,2.375255492,29.89462874,19.50346932,218.3333101,130.024459,28.33271184,18.28688956,29.11987213,19.43522931,152051.3022,271191.5537
Indonesia,Nusatenggara Timur,Sikka,2.643649256,2.539395083,30.42311693,21.311623,227.9722763,99.24526134,0.532328426,0.407267545,0.706545547,0.589600239,2.614123086,2.570187668,30.54847708,21.29106681,225.5741276,105.3407686,27.27528191,19.44268356,28.04544095,20.44006442,154812.6369,262790.7445
Indonesia,Nusatenggara Timur,Sumba Barat,2.657019065,2.500587843,31.05343579,19.68681656,216.3372603,155.2988741,0.68897744,0.498498309,0.809520798,0.645445417,2.682519425,2.482784998,31.31535853,19.95757055,214.577465,160.1184426,29.81244095,19.3845978,30.58968869,20.40196572,257503.4057,454468.3236
Indonesia,Nusatenggara Timur,Sumba Timur,2.580827483,2.440613396,31.00899845,19.457879,221.4264584,108.6322792,0.622545217,0.461886552,0.713109982,0.534177193,2.581580256,2.44045408,31.30491032,19.75885884,218.8616994,112.6529454,30.17665341,19.30344707,31.56536258,20.47938988,106179.023,213220.4332
Indonesia,Nusatenggara Timur,Timor Tengah Selatan,2.284507488,2.388254451,27.9341908,20.44675449,235.7852299,112.3599787,0.68906629,0.590579428,0.800517676,0.635013292,2.172098925,2.359105137,27.70960958,20.13587507,234.0750294,118.4161123,29.01327703,18.56298353,29.92478369,19.67937713,346294.1686,437908.5837
Indonesia,Nusatenggara Timur,Timor Tengah Utara,2.196348215,2.451230032,28.24462094,21.35730757,236.1826311,105.5199521,0.736576297,0.600443523,0.823050163,0.633341563,2.07670107,2.413675273,28.05212301,21.00644548,233.9294273,111.012201,30.35444463,19.20768947,31.15893008,20.48343873,141263.7794,225049.3282
Indonesia,Nusatenggara Timur,Kota Kupang,2.934815248,2.715690458,30.78910172,22.7996223,237.9567756,112.5826739,0.987538873,0.93932891,0.988847895,0.961015994,2.897568092,2.683866526,31.0652132,22.43456211,235.3828805,119.0722398,32.42198179,22.0191498,33.82337827,23.37160893,83031.36855,135731.1659
Indonesia,Sulawesi Tengah,Kota Palu,1.913577583,2.524264782,29.20804894,21.38725805,188.8389636,160.8434707,0.576891693,0.533288153,0.687454782,0.626075879,1.896412439,2.470577918,28.60347076,20.74821616,197.4412626,151.3067368,30.01437453,19.32587318,29.8735253,20.49843089,211538.6117,279446.8948
Indonesia,Sulawesi Tenggara,Muna,2.014926605,2.797885747,31.14284456,23.2060461,216.1428183,146.8262741,0.648019884,0.353558903,0.777848148,0.534781291,1.890411451,2.811863231,30.80321223,22.86468925,212.1842112,153.056543,27.2199782,20.8225931,27.6931286,21.43452249,210874.6961,312283.4741
Indonesia,Sulawesi Tenggara,Kota Kendari,1.971591382,2.870630383,31.32488007,23.47585005,210.6584801,164.8999304,0.818412357,0.52386266,0.908039788,0.780175528,1.92204682,2.883246075,30.94548615,23.08677039,209.2968796,178.6153775,28.86296608,21.7060429,29.01597377,22.10996323,144975.5038,306055.3775
Indonesia,Sumatera Barat,Agam,1.642146325,2.51066464,29.19619801,18.62303657,178.8387041,280.0825995,0.557401945,0.435396072,0.635908504,0.482992572,1.571501301,2.340901261,28.50047962,17.61630149,186.5064947,243.104516,26.92819617,17.67790985,27.03782429,19.53621537,404093.0246,488605.1693
Indonesia,Sumatera Barat,Kota Padang,1.988987725,2.680970161,29.47109371,20.61201897,180.7219539,293.8982038,0.586307902,0.519880092,0.679931746,0.653579644,1.882666276,2.501544288,28.76170974,19.61245963,188.211926,261.2554051,27.83757398,19.02250071,28.29349045,20.61049694,647056.5187,891615.005
