ADM0_NAME,ADM1_NAME,ADM2_NAME,vs_2001,vap_2001,tmax_2001,tmin_2001,srad_2001,pr_2001,ab_1960,ag_1960,ab_2001,ag_2001,vs_1960,vap_1960,tmax_1960,tmin_1960,srad_1960,pr_1960,LSTday_1960,LSTnight_1960,LSTday_2001,LSTnight_2001,pop_1960,pop_2001
Brunei Darussalam,Brunei and Muara,Burong Pingai Ayer,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.991719766,0.963419359,0.971311858,0.92948311,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,29.68945448,23.97697272,29.26844934,23.55400565,1049.049508,2023.320581
Brunei Darussalam,Brunei and Muara,Gadong,2.035570635,3.009743579,30.95506602,24.44518687,200.4071533,331.6671934,0.960055658,0.786724193,0.972940144,0.903547795,2.019030461,2.959485083,30.48895893,24.04133425,204.9185229,307.6705065,31.05605949,23.42376297,30.82961997,23.38874589,33809.85896,54854.778
Brunei Darussalam,Brunei and Muara,Kianggeh,1.958344931,2.994271406,30.95129296,24.42600802,201.1120447,338.1242411,0.963321549,0.822423733,0.970307497,0.8921035,1.939197818,2.943716034,30.47497416,24.0160632,205.6049961,313.701904,32.18430816,23.93106074,31.55086657,23.71560168,9436.986285,15429.11894
Brunei Darussalam,Brunei and Muara,Kilanas,1.846813373,3.003341781,31.00864602,24.44032939,199.806694,337.746653,0.968902605,0.82926937,0.980294417,0.92251573,1.829576873,2.951856805,30.54433634,24.02716358,204.5820005,312.7838161,31.01155175,23.23467809,31.59920969,23.29722715,16148.05898,24500.32076
Brunei Darussalam,Brunei and Muara,Kota Batu,2.107017,3.016016522,31.12639853,24.61984052,204.4534472,337.3077024,0.918209758,0.64785129,0.945845669,0.729634112,2.085289533,2.96523595,30.64357523,24.20818821,208.83652,313.091566,29.01594333,23.20059455,28.68216521,22.97754252,10917.49576,18686.3925
Brunei Darussalam,Brunei and Muara,Lumapas,1.930654804,3.007162605,31.13594495,24.56703132,202.5212862,339.6129441,0.866981767,0.538930589,0.912654322,0.589099135,1.911415894,2.955464381,30.66208566,24.15082897,207.2183754,314.6060388,29.25117808,22.63015599,29.25130683,22.65481012,5000.378903,7854.028727
Brunei Darussalam,Brunei and Muara,Mentiri,2.195113162,3.016642587,31.05309658,24.62135197,203.4137523,330.5339838,0.939497633,0.708456645,0.976093551,0.87112967,2.173528324,2.967603864,30.56785788,24.21620842,207.467219,307.6882497,30.18413416,23.87833513,30.11553964,23.72907742,11906.50195,21144.42944
Brunei Darussalam,Brunei and Muara,Pangkalan Batu,1.83415334,2.995721312,31.0779782,24.44558509,200.2816969,328.6394374,0.889065551,0.534824805,0.955522901,0.632065599,1.818804569,2.943614605,30.6226253,24.032232,205.313641,303.9735755,29.27354574,22.50419502,29.67849694,22.59882254,5768.971824,10881.22829
Brunei Darussalam,Brunei and Muara,Peramu,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.992324341,0.983872087,0.992555446,0.983199043,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,29.64517241,23.61888889,29.60936869,23.4106,975.6897053,1334.218453
Brunei Darussalam,Brunei and Muara,Saba,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.991254594,0.849634581,0.954696873,0.901884707,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,29.80943217,23.3863736,29.25476058,23.22749889,602.8039838,1326.270207
Brunei Darussalam,Brunei and Muara,Sengkurong,2.066258749,3.013528305,31.05656863,24.49456155,201.6221303,322.1000068,0.932734348,0.673521927,0.969987343,0.779264028,2.051904873,2.962676097,30.60334635,24.0922364,206.3703201,298.3164637,29.82265357,23.03745417,29.40340353,22.98766728,17722.94251,29626.83047
Brunei Darussalam,Brunei and Muara,Serasa,2.222267622,3.023819571,31.13357378,24.75903226,204.6130376,326.3804286,0.930777143,0.696753138,0.988078054,0.893884003,2.198550609,2.975356227,30.64852551,24.36030903,208.5631389,303.8602078,29.46967867,24.25189158,29.95697475,24.00438083,5906.345631,11129.75996
Brunei Darussalam,Brunei and Muara,Sungai Kebun,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.885907644,0.61672451,0.898571997,0.744848215,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,28.81147921,23.17096009,28.48772745,23.10012306,3158.234373,5119.146087
Brunei Darussalam,Brunei and Muara,Sungai Kedayan,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.992445459,0.985930132,0.992628627,0.986201186,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,31.29971358,24.08197506,30.8075866,23.68765541,823.8560501,725.883338
Brunei Darussalam,Brunei and Muara,Tamoi,1.950208333,2.987666667,31.02375,24.47583333,202.6420833,335.2583333,0.992389084,0.981671751,0.992454075,0.981548537,1.931036585,2.936831301,30.54796748,24.06565041,207.201626,310.8719512,31.28925444,24.14507538,30.78019908,23.7195531,1051.97276,932.0444047
